endorse,endorse
enforce,enforce
enforced by,enforced by
engage,engage
engage in,engage
engender,engender
enlisted,recruit
enroll,enroll
enrolled in,enroll
ensure,ensure
ensuring,ensure
enter,enter
entered,enter
entrance into,entrance into
envelop,envelop
equity stake,equity stake
erase,erase
erode,erode
escalate,escalate
establish,establish
estimate,estimate
evade,evade
examine,inspect
exceed,exceed
exchange,exchange
exclude,ignore
execute,execute
exemplify,exemplify
exempt,exempt
exercise,exercise
exit,exit
exonerate,exonerate
expand,expand upon
expand at,expand
expand lead,expand lead
expand upon,expand upon
expect,expect
expel,expel
experience,experience
explain,explain
export,export
expose,expose
express,express support for
express admiration for,express admiration for
express desire,desire
express gratitude to,express gratitude to
express support for,express support for
express willingness,express willingness
expressed support for,support
expunge,expunge
extend,expand
extensive,extensive
face,face
face off with,face off with
face opposition from,face opposition from
faced,face
faced criticism,faced criticism
faces,face
facilitate,facilitate
facilitates,facilitate
fail,succeed
fail to gain approval from,fail to gain approval from
fail to produce,fail to produce
failed to protect,failed to protect
failure to prevent,prevent
falter,falter
fan of,fan of
favor,favor
fear,fear
feature,feature
featured in,featured in
federalize,federalize
fell,fell
fight,defeat
file,file
file complaint,file complaint against
file complaint against,file complaint against
file for,file
file for bankruptcy,file for bankruptcy
filed for,filed for
filed suit against,filed suit against
filled,fill
finance,finance
find,find
fine,fine
finish,finish behind
finish behind,finish behind
fire,fire
first lady of,first lady of
flee,flee
flower,flower
fly,fly
focus,focus on
focus on,focus on
fold,fold
follow,follow
following,follow
for,for
force,force
forced by,forced by
forge,forge
forged,forge
form,form
formalize,formalize
formed,form
formulate,formulate
forward,forward
foster,foster
fought against,fight
found,find
found guilty on,found guilty on
found liable for,found liable for
frame,frame
friend of,friend with
friend with,friend with
friendship,friendship
frustrate,frustrate
fund,fund
furnish,furnish
gain,gain
gain influence,influence
garner,garner
gather,gather
gathered in,gather
gave,give
gave up,give up
generate,generate
give,give
give birth,give birth
give eulogy,give eulogy
give speech at,speak at
give up,give up
gives power to,gives power to
go along with,go along with
go bankrupt,file for bankruptcy
governed by,governed by
graduate,graduate
graduate from,graduate
graduate in,graduate
graduate of,graduate
graduate student at,graduate in
graduated from,graduate from
grant,grant
grapple with,grapple with
greet,greet
grow,grow faster than
grow faster than,grow faster than
growing emissions,growing emissions
guarantee,guarantee
guaranteed,guarantee
guarded by,guarded by
guest appearances on,guest appearances on
guide,guide
hack,hack
had,have
hail,hail
halt,halt
halve,halve
hand over to,hand over to
handle,handle
handled,handle
has,have
has ancestor,has ancestor
has seniority over,has seniority over
have,have
have favorable views,have favorable views
have right to,have right to
headquarters in,headquarters in
hear,hear about
hear about,hear about
held,hold
held titles of,held titles of
help,help
help pass,pass
helped,help
hide,reveal
higher than,higher than
highlight,highlight
hire,hire
hired,hire
hires,hire
hobble,hobble
hold,hold
honeymoon at,honeymoon at
honor,honor
hope,hope
hospitalized at,hospitalized at
hospitalized for,hospitalized at
host,co-host
hosts,co-host
hurt,hurt
identify,identify
identify as,identify
ignore,ignore
illustrate,illustrate
impact,impact
impeach,impeach
implement,implement
imply,imply
impose,impose
impose limitations on,impose limitations on
improve,improve
incensed by,incensed by
include,include
incorporate,incorporate
increase,increase
indicate,indicate
indict,indict
indicted on,indicted on
influence,influence
inform,inform
inherit,inherit
inhibit,inhibit
initiate,initiate
injured in confrontations with,injured in confrontations with
insist,insist
insist on leading,insist on leading
inspect,inspect
instruct,instruct
insured,insure
intensify,unify
intercept,intercept
interested in,interested in
interfere,interfere
intern,intern
interpret,interpret
intervene,intervene in
intervene in,intervene in
intervention,intervene
interview,interview
intimidate,intimidate
introduce,introduce to
introduce to,introduce to
introduced,introduce to
invade,invasion
invalidate,invalidate
invasion,invasion
invest,invest
investigate,investigated by
investigated by,investigated by
invests in,invest
invite,invite
invited,invite
invited to speak at,speak at
involve,involved with
involved,involved with
involved in,involved in
involved with,involved in
is,be
is candidate in,is candidate in
is child of,child of
is different from,is different from
is first without,is first without
is grandchild of,is grandchild of
is located in,locate in
is member of,member of
is replaced by,replaced by
is sibling of,is sibling of
issue,issue
issued,issue
join,join
joke,joke
justify,justify
juxtapose,juxtapose
keep,stay
kill,kill
killed,kill
killed by,killed by
know,know
label,label
lack,lack
lack authority,lack authority
laugh,laugh
launch,launch
lay groundwork for,lay groundwork for
lead,lead
lead to,lead
leader of,president of
leading foreign policy figure,leading foreign policy figure
learn,learn
learned of,learn
leave,stay
led,lead
left office without,left office without
legalized,legalize
lend,lend name to
lend name to,lend name to
lessen,lessen
leverage,leverage
liberate,liberate
license,license
lied,lied to
lied to,lied to
lift,lift
like,like
likened,liken
likened to,likened to
limit,limit
link to,link to
liquidated,liquidate
list,list
litigate,litigate
live,live at
live at,live at
live in,live in
live with,live with
loaning money to,lend
lobby,lobby
lobby against,campaign against
locate in,locate in
lose,lose
lose to,lose
loss,lose
lost,lose
lower,lower
made,make
mainstream of,mainstream of
maintain,maintain
make,make
make gains in,make gains in
make progress,make progress
make public,make public
make trips,travel
manage,manage
mandate,mandate
manipulate,manipulate
mark,mark
mark as,mark
married,marry
married at,married in
married in,married in
married on,married to
married to,married in
marry,marry
measure,measure
mediates,mediate
meet,meet with
meet at,meet
meet with,meet with
meeting,meet with
member of,member of
mentions,mention
mentor,mentor
merge,combine
met,meet with
met in,meet
minimize,minimize
mirror,mirror
misattribute,misattribute
miscast,miscast
mischaracterize,mischaracterize
mishandle,mishandle
misrepresent,misrepresent
misuse,misuse
mitigate,prevent
mobilize,mobilize
modernize,modernize
monitor,monitor
move,move from
move closer to,move
move from,move to
move in,live in
move quickly,move
move to,move to
moved to,move to
murder,murder
name,name
named,name
need,need
negative impact on,negative impact on
negotiate,negotiate with
negotiate with,negotiate with
net worth,net worth
never used,never used
no nominee for,nomination
nominate,nomination
nominated,nomination
nominated by,nomination
nomination,nomination
normalize relations,normalize relations
not advocate,advocate
not aware of,not aware of
not confirm,not confirm
not do business,not do business
not eligible for,not eligible for
not engage,engage
not greet,greet
not ratify,ratify
not release,release
not secure,secure
note,note
noted,note
notice,notice
notify,notify
nurture,nurture
observe,observe
obstruct,obstruct
obtain,obtain
obtained,obtain
occur,occur
offer,offer
offshore,offshore
open,open
open to,open
open up,open to
opened,open
operate in,operate in
oppose,oppose
opposed,oppose
opted for,opted for
order,order
ordered by,order
ordered to pay,pay
organize,organize
originate from,descended from
oust,oust
outline,outline
outpaced,outpace
overcome,overcome
overestimate,overestimate
overhaul,rebuild
oversee,oversee
overtake,overtake
overthrown,overthrow
overturn,overturn
overturned by,overturned by
owe,repay
own,own
pack,pack
pardon,pardon
part of,was part of
partially close,partially close
participate,participate
participate in,participate
participated in,participate in
participates in,participate in
partner with,partnership with
partner-in-charge,partner with
partnership with,partnership with
pass,pass to
pass to,pass to
pay,pay
perception of,perception of
perform better in,perform better in
performance on,performance on
permit,permit
persecute,persecute
persuade,persuade
persuading,persuade
pick up,pick up
place,place
place at apex of,place at apex of
plan,plan for
plan for,plan for
plant,flower
play,play
play key role in,play role in
play role in,play role in
plead,plead
plead guilty to,plead
pledge,pledge
points to,points to
poisoned with,poisoned with
polarize,polarize
pollute,pollute
portray,portray
pose with,pose with
positive impact on,negative impact on
possess,possess
posted,post
postpone,postpone
practice,practice
practicing,practice
practise,practise
praise,praise
precede,precede
predict,predict
prefer,prefer
preferred,prefer
prefers,prefer
prejudice,prejudice
prepare for,prepare for
presence,presence
present,present
presented,present
preside over,preside over
president of,president of
press,press
pressure,pressure
pressured,pressure
pretend,pretend
prevent,prevent
previous marriage,previous marriage
prioritize,prioritize
probes,probe
process,process
produce,co-produce
profit from,profit from
prohibit,restrict
promise,promise
promote,promote
prompt,prompt
proponent of,proponent of
propose,propose to
propose to,propose to
proposed,propose to
proposing,propose to
prosecute,prosecute
protect,provide protection for
protest,protest
protest against,protest
prove,prove to be
prove to be,prove to be
provide,provide
provide protection for,provide protection for
publicize,make public
publish,publish
published,publish
pull back,pull back
punish,punish
purchase,buy
pursue,pursue
push,push for
push for,push for
put,put
put in,put in
quadruple,quadruple
quantify,quantify
question,question
raise,raise
raise questions about,raise questions about
raised in,raised in
rally around,rally around
ran against,ran for
ran for,run for
rank,rank among
rank among,rank among
ranks,rank among
rate,rate
rated as,rated as
ratify,ratify
re-elected,re-elected
re-election,re-elected
re-establish,re-establish
reach,reach
reach out to,reach
react,react
read,read
ready for,ready for
reaffirm,reaffirm
realize,realize
reassert,reassert
reassign,reassign
reauthorize,reauthorize
rebelled against,rebelled against
rebound,rebound
rebuild,rebuild
rebuke,rebuke
recall,recall
recede,recede
receive,receive
receive help from,receive help from
reciprocate touch,reciprocate touch
reclassify,reclassify
recognize,identify
recommend,recommend
recommended,recommend
reconnect,reconnect
reconsider,reconsider
recover,reinstate
recruit,recruit
recruited,recruit
recruited to,recruit
redeploy,redeploy
reduce,reduce
reelected,reelect
reelected to,elected to
reenter,reenter
reevaluate,reevaluate
refer,refer to
refer to,refer to
reflect,reflect
reform,reform
refrain from,refrain from
reframe,reframe
refuse,refuse
refused to ratify,refused to ratify
refute,refute
regain,regain
regard as,regard
regarded,regard
regarded as,regard as
regarding,regard
register,register
regret,regret
regulate,regulate
reimburse,reimburse
reinforces,reinforce
reinstate,reinstate
reiterated,reiterate
reject,rejected by
rejected by,rejected by
rejects,rejected by
rejoin,rejoin
relate to,relate to
related to,related to
relax,relax
release,release
relies on,relies on
relocate to,move to
reluctant to become involved,reluctant to become involved
reluctant to implement,reluctant to implement
rely on,relies on
remain,remain
remain defiant about,remain defiant about
remain head of,remain head of
remain in,remain
remain in touch with,remain in touch with
remained higher than,remained higher than
remake,remake
remand,remand
remove,delete
rename,rename
renew,renew
renovate,renovate
reopen,reopen
reorganise,reorganise
reorient,reorient
repay,repay
repeal,repeal
repeat,repeat
replace,replaced by
replaced,replaced by
replaced by,replaced by
report,report
reported,report
represent,represent
represented,represent
represents,represent
request,request
require,require
reside in,live in
resign,resign from
resign from,resign from
resigning in,resign from
resist,resist
resolve,resolve
respond,respond
respond to,respond
responsible for,take responsibility for
restore,restore
restrains,restrain
restrict,call for restrictions on
restricts,call for restrictions on
restructure,restructure
result in,result in
resume,resume
retain,retain
retaliate,retaliate
retire with,retire with
retrieve,retrieve
return,return to
return to,return to
returned to,return to
reveal,reveal
reverse,reverse
review,review
revive,revive
revoke,revoke
rewarded,reward
rising to,rising to
risk,risk
roll back,roll back
rooted for,rooted for
rule,rule
ruled against,ruled against
run,run for
run for,running for
run on,run
running for,running for
safeguard,protect
said,say
sale,sale
sanction,sanction
sanctioned,sanction
sanctions,sanction
satisfied with,satisfied with
save,save
saved,save
say,say
scale back,scale back
scan,scan
schedule,schedule
scheduled,schedule
scold,scold
search,search
seated by,sit
secure,secure
see,see
seek,seek
seen sympathetically by,seen sympathetically by
sees,see
sees flaws in,sees flaws in
seize,seize
seize power from,seize
select,select
selected,select
sell,sale
send,send
sent to,sent to
sentence,sentence
sentenced to,convicted of
separate,separate
serve,serve
serve alongside,serve
serve as,serve
serve in,serve
serve on,serve
served as,serve as
served full term without,served full term without
served under,served as
set,set
set for,set
set record for,set record for
set terms for,set terms for
set up,set up
settle,settle
share,share
shepherd,shepherd
shield,shield
shields,shield
shift,shift to
shift to,shift to
shocked by,shocked by
shore up,shore up
show,show
showed,show
shrink,shrink
side with,side with
sign,sign
sign deal with,sign
sign into law,sign into law
signed,sign
silence,silence
simplify,exemplify
sing in,sing in
sit as,sit as
sit in,sit
sit on,sit
sits,sit as
size,size
skeptical of,skeptical of
sketch,sketch
slow,slow
slow to use force against,slow to use force against
sold,sale
sought,seek
speak,speak about
speak about,speak about
speak at,speak at
speak out against,speak out against
speak to,speak
specialize in,specialize in
specify,specify
speculate,speculate
speculates,speculate
speculation over,speculation over
spend,spend
spent more on,spent more on
split,separate
sponsor,co-sponsor
spouse,married to
stabilize,stabilize
start,start
state,state
stay,stay
stay ahead of,stay ahead of
stay at,stay at
stay with,live with
stayed in office despite,stayed in office despite
steal,steal
stem,stem
stepmother,stepmother
stimulate,stimulate
stop,stop
stop short of,stop short of
strain,strain
strengthen,strengthen
strengthen ties with,strengthen ties with
stress,stress
structure,structure
study at,graduate student at
subject of,subject to
subject to,subject to
subjected to,subjected to
submit,submit
subpoena,subpoena
subsidize,subsidize
succeed,succeed to
succeed to,succeed to
succeeded,succeed to
succeeded by,succeeded by
sue,sue
sued,sue
suffer,suffer
suggest,suggest
suggests,suggest
sum up,sum up
summarize,summarize
supersede,supersede
supervise,supervise
supply,supply
support,support
support rose,support rose
supported,support
supporter of,fan of
supports,support
surge,surge
surrender,surrender
survive,survive
survived,survive
suspend,suspend
sustain,sustain
sustained,sustain
swayed by,swayed by
swear in,swore in
sweep,sweep
swift,swift
switch off,switch off
switching to,switching to
swore in,swore in
sworn in,sworn in as
sworn in as,sworn in as
sworn-in,sworn in
symbolize,symbolize
sympathize,sympathize
tag,tag
take,take
take a firmer line on,take a firmer line on
take control,take control
take effect on,take effect on
take interest in,take interest in
take leave from,leave
take office,took office
take position at,take position at
take responsibility for,claim responsibility for
taking positions characteristic of,taking positions characteristic of
talk,talk about
talk about,speak about
tally,tally
tardy response to,tardy response to
target,target of
target of,target of
taught at,teach at
teach,teach at
teach at,teach at
tell,tell
tensions between,tensions between
terminate,terminate
test,test
tested positive for,tested positive for
testify,testify
testify before,testify
testify to,testify
think,think
threaten,threaten
threaten to veto,veto
tie,tie
tied,tie
tilt,tilt
title,title
told,tell
took,take
took office,took office
took office as,took office
took place during,took place during
top,top
tour,tour with
tour with,tour with
track,track
train at,train at
transfer,transfer to
transfer to,transfer to
transferred to,transfer to
transform,transform
transition,transition
translate,translate
travel,travel to
travel to,travel to
treated,treated with
treated with,treated with
trust,trust
turn down,turn over
turn over,turn over
turned over,turn over
tweet,tweet
unconcerned,unconcerned
undergo,undergo
undermine,undermine
underperform,underperform
unify,unify
uphold,uphold
urge,urge
urge toward,urge
use,never used
used by,used by
v.,v.
value,value
vest,vest
vet,vet
veto,veto
victory in,victory over
victory over,victory over
view,view
view as threat,view as threat
viewed as,viewed as
violate,bring into violation
violations,violate
visit,visit
visited,visit
voice,voice
volunteer at,volunteer at
vote,vote for
vote against,vote against
vote for,vote on
vote in favor of,vote against
vote on,vote on
vote to acquit,vote to acquit
vote to convict,convict
vow,vow
wage,pay
waived,waive
want,want
warn,warn
warned,warn
was,be
was against,against
was born in,born in
was born on,born on
was part of,was part of
was shot,was shot
watch,watch
waver on,waver on
weaken,weaken
weaponize,weaponize
wear,wear
widen,expand
win,win
win by,win by
win ratification,win ratification
win support from,win support from
winning,win
wipe,erase
with,with
withdraw,withdraw
withdraw from,withdraw
withdrew from,withdraw from
withhold,withhold
won,win
work,work for
work as,work
work at,worked at
work for,work for
work on,work
work remotely from,work remotely from
work with,work as
worked as,worked as
worked at,worked at
worked in,worked at
worried about,concerned about
worry about,worried about
write,write
write on,write
wrote,write
